Article File,Article Citation,AccessionID,LastUpdated (YYYY-MM-DD HH:MM:SS),PMID,License,Retracted
PMC000xxxxxx/PMC314463.txt,"PLoS Biol. 2004 Jan 20; 2(1):e3",PMC314463,"2021-01-05 08:27:51",14737183,"CC BY",no
PMC000xxxxxx/PMC314464.txt,"PLoS Biol. 2004 Jan 20; 2(1):e4",PMC314464,"2021-01-05 08:27:51",14737184,"CC BY",no
PMC000xxxxxx/PMC314465.txt,"PLoS Biol. 2004 Jan 20; 2(1):e5",PMC314465,"2021-01-05 08:27:51",14737185,"CC BY",no
PMC000xxxxxx/PMC314466.txt,"PLoS Biol. 2004 Jan 20; 2(1):e6",PMC314466,"2021-01-05 08:27:51",14737186,"CC BY",no
PMC000xxxxxx/PMC314467.txt,"PLoS Biol. 2004 Jan 20; 2(1):e10",PMC314467,"2021-01-05 08:28:03",0,"CC BY",no
PMC000xxxxxx/PMC314468.txt,"PLoS Biol. 2004 Jan 20; 2(1):e13",PMC314468,"2021-01-05 08:27:51",14737189,"CC BY",no
PMC000xxxxxx/PMC314469.txt,"PLoS Biol. 2004 Jan 20; 2(1):e14",PMC314469,"2021-01-05 08:27:51",14737190,"CC BY",no
PMC000xxxxxx/PMC314470.txt,"PLoS Biol. 2004 Jan 20; 2(1):e16",PMC314470,"2021-01-05 08:28:03",0,"CC BY",no
PMC000xxxxxx/PMC314471.txt,"PLoS Biol. 2004 Jan 20; 2(1):e19",PMC314471,"2021-01-05 08:28:03",14737195,"CC BY",no
PMC000xxxxxx/PMC314472.txt,"PLoS Biol. 2004 Jan 20; 2(1):e21",PMC314472,"2021-01-05 08:28:03",14737196,"CC BY",no
PMC000xxxxxx/PMC314473.txt,"PLoS Biol. 2004 Jan 20; 2(1):e23",PMC314473,"2021-01-05 08:28:04",0,"CC BY",no
PMC000xxxxxx/PMC314474.txt,"PLoS Biol. 2004 Jan 20; 2(1):e24",PMC314474,"2021-01-05 08:27:51",14737198,"CC BY",no
PMC000xxxxxx/PMC314475.txt,"PLoS Biol. 2004 Jan 20; 2(1):e25",PMC314475,"2021-01-05 08:28:04",14737199,"CC BY",no
PMC000xxxxxx/PMC314476.txt,"PLoS Biol. 2004 Jan 20; 2(1):e26",PMC314476,"2021-01-05 08:28:04",0,"CC BY",no
PMC000xxxxxx/PMC314477.txt,"PLoS Biol. 2004 Jan 20; 2(1):e28",PMC314477,"2021-01-05 08:27:51",14737201,"CC BY",no
PMC000xxxxxx/PMC314478.txt,"PLoS Biol. 2004 Jan 20; 2(1):e32",PMC314478,"2021-01-05 08:28:04",0,"CC BY",no
PMC000xxxxxx/PMC314479.txt,"PLoS Biol. 2004 Jan 20; 2(1):e33",PMC314479,"2021-01-05 08:27:51",0,"CC BY",no
PMC000xxxxxx/PMC314480.txt,"PLoS Biol. 2004 Jan 20; 2(1):e37",PMC314480,"2021-01-05 08:28:05",0,"CC BY",no
PMC000xxxxxx/PMC314481.txt,"PLoS Biol. 2004 Jan 20; 2(1):e38",PMC314481,"2021-01-05 08:28:05",0,"CC BY",no
PMC000xxxxxx/PMC314482.txt,"PLoS Biol. 2004 Jan 20; 2(1):e74",PMC314482,"2021-01-05 08:28:05",0,"CC BY",no
PMC000xxxxxx/PMC314483.txt,"PLoS Biol. 2004 Jan 20; 2(1):e11",PMC314483,"2021-01-05 08:28:05",14737188,"CC BY",no
PMC000xxxxxx/PMC317275.txt,"PLoS Biol. 2004 Jan 20; 2(1):e8",PMC317275,"2021-01-05 08:28:05",14758368,"CC BY",no
PMC000xxxxxx/PMC322746.txt,"PLoS Biol. 2004 Jan 20; 2(1):e12",PMC322746,"2021-01-05 08:28:06",14758367,"CC BY",no
PMC000xxxxxx/PMC338072.txt,"PLoS Biol. 2004 Apr 10; 2(4):e95",PMC338072,"2021-01-05 08:21:06",15024404,"CC BY",no
PMC000xxxxxx/PMC340127.txt,"PLoS Biol. 2004 Apr 10; 2(4):e102",PMC340127,"2021-01-05 08:21:06",0,"CC BY",no
PMC000xxxxxx/PMC340937.txt,"PLoS Biol. 2004 Feb 17; 2(2):e20",PMC340937,"2021-01-05 08:21:06",14966528,"CC BY",no
PMC000xxxxxx/PMC340938.txt,"PLoS Biol. 2004 Feb 17; 2(2):e22",PMC340938,"2021-01-05 08:21:06",14966529,"CC BY",no
PMC000xxxxxx/PMC340939.txt,"PLoS Biol. 2004 Feb 17; 2(2):e27",PMC340939,"2021-01-05 08:21:07",14966530,"CC BY",no
PMC000xxxxxx/PMC340940.txt,"PLoS Biol. 2004 Feb 17; 2(2):e29",PMC340940,"2021-01-05 08:21:07",14966531,"CC BY",no
PMC000xxxxxx/PMC340941.txt,"PLoS Biol. 2004 Feb 17; 2(2):e30",PMC340941,"2021-01-05 08:21:07",14966532,"CC BY",no
PMC000xxxxxx/PMC340942.txt,"PLoS Biol. 2004 Feb 17; 2(2):e31",PMC340942,"2021-01-05 08:21:07",14966533,"CC BY",no
PMC000xxxxxx/PMC340943.txt,"PLoS Biol. 2004 Feb 17; 2(2):e35",PMC340943,"2021-01-05 08:21:07",14966534,"CC BY",no
PMC000xxxxxx/PMC340944.txt,"PLoS Biol. 2004 Feb 17; 2(2):e36",PMC340944,"2021-01-05 08:21:07",14966535,"CC BY",no
PMC000xxxxxx/PMC340945.txt,"PLoS Biol. 2004 Feb 17; 2(2):e40",PMC340945,"2021-01-05 08:21:07",14966536,"CC BY",no
PMC000xxxxxx/PMC340946.txt,"PLoS Biol. 2004 Feb 17; 2(2):e41",PMC340946,"2021-01-05 08:21:07",0,"CC BY",no
PMC000xxxxxx/PMC340947.txt,"PLoS Biol. 2004 Feb 17; 2(2):e44",PMC340947,"2021-01-05 08:21:07",14966538,"CC BY",no
PMC000xxxxxx/PMC340948.txt,"PLoS Biol. 2004 Feb 17; 2(2):e45",PMC340948,"2021-01-05 08:21:07",14966539,"CC BY",no
PMC000xxxxxx/PMC340949.txt,"PLoS Biol. 2004 Feb 17; 2(2):e46",PMC340949,"2021-01-05 08:21:07",14966540,"CC BY",no
PMC000xxxxxx/PMC340950.txt,"PLoS Biol. 2004 Feb 17; 2(2):e47",PMC340950,"2021-01-05 08:21:07",0,"CC BY",no
PMC000xxxxxx/PMC340951.txt,"PLoS Biol. 2004 Feb 17; 2(2):e48",PMC340951,"2021-01-05 08:21:07",14966541,"CC BY",no
PMC000xxxxxx/PMC340952.txt,"PLoS Biol. 2004 Feb 17; 2(2):e49",PMC340952,"2021-01-05 08:26:25",14966542,"CC BY",no
PMC000xxxxxx/PMC340953.txt,"PLoS Biol. 2004 Feb 17; 2(2):e51",PMC340953,"2021-01-05 08:26:25",0,"CC BY",no
PMC000xxxxxx/PMC340954.txt,"PLoS Biol. 2004 Feb 17; 2(2):e52",PMC340954,"2021-01-05 08:21:07",14966544,"CC BY",no
PMC000xxxxxx/PMC340955.txt,"PLoS Biol. 2004 Feb 17; 2(2):e53",PMC340955,"2021-01-05 08:21:07",14966545,"CC BY",no
PMC000xxxxxx/PMC340956.txt,"PLoS Biol. 2004 Feb 17; 2(2):e54",PMC340956,"2021-01-05 08:21:07",14966546,"CC BY",no
PMC000xxxxxx/PMC340957.txt,"PLoS Biol. 2004 Feb 17; 2(2):e56",PMC340957,"2021-01-05 08:26:25",0,"CC BY",no
PMC000xxxxxx/PMC340958.txt,"PLoS Biol. 2004 Feb 17; 2(2):e58",PMC340958,"2021-01-05 08:21:08",0,"CC BY",no
PMC000xxxxxx/PMC340959.txt,"PLoS Biol. 2004 Feb 17; 2(2):e59",PMC340959,"2021-01-05 08:26:25",0,"CC BY",no
PMC000xxxxxx/PMC340960.txt,"PLoS Biol. 2004 Feb 17; 2(2):e60",PMC340960,"2021-01-05 08:21:07",0,"CC BY",no
PMC000xxxxxx/PMC340961.txt,"PLoS Biol. 2004 Feb 17; 2(2):e61",PMC340961,"2021-01-05 08:21:08",0,"CC BY",no
PMC000xxxxxx/PMC340962.txt,"PLoS Biol. 2004 Feb 17; 2(2):e62",PMC340962,"2021-01-05 08:21:08",0,"CC BY",no
PMC000xxxxxx/PMC340963.txt,"PLoS Biol. 2004 Feb 17; 2(2):e63",PMC340963,"2021-01-05 08:26:25",14966553,"CC BY",no
PMC000xxxxxx/PMC340964.txt,"PLoS Biol. 2004 Feb 17; 2(2):e66",PMC340964,"2021-01-05 08:26:25",0,"CC BY",no
PMC000xxxxxx/PMC350664.txt,"PLoS Biol. 2004 Apr 24; 2(4):e98",PMC350664,"2021-01-05 08:21:08",15024405,"CC BY",no
PMC000xxxxxx/PMC350667.txt,"PLoS Biol. 2004 May 24; 2(5):e104",PMC350667,"2021-01-05 08:21:08",15024409,"CC BY",no
PMC000xxxxxx/PMC350672.txt,"PLoS Biol. 2004 May 24; 2(5):e107",PMC350672,"2021-01-05 08:21:07",0,"CC BY",no
PMC000xxxxxx/PMC350674.txt,"PLoS Biol. 2004 Apr 24; 2(4):e114",PMC350674,"2021-01-05 08:21:08",0,"CC BY",no
PMC000xxxxxx/PMC359389.txt,"PLoS Biol. 2004 Apr 5; 2(4):e116",PMC359389,"2021-01-05 08:21:08",15024408,"CC BY",no
PMC000xxxxxx/PMC368155.txt,"PLoS Biol. 2004 Mar 16; 2(3):e42",PMC368155,"2021-01-05 08:21:08",15024411,"CC BY",no
PMC000xxxxxx/PMC368156.txt,"PLoS Biol. 2004 Mar 16; 2(3):e43",PMC368156,"2021-01-05 08:21:08",15024412,"CC BY",no
PMC000xxxxxx/PMC368157.txt,"PLoS Biol. 2004 Mar 16; 2(3):e50",PMC368157,"2021-01-05 08:21:08",15024413,"CC BY",no
PMC000xxxxxx/PMC368158.txt,"PLoS Biol. 2004 Mar 16; 2(3):e55",PMC368158,"2021-01-05 08:21:08",15024414,"CC BY",no
PMC000xxxxxx/PMC368159.txt,"PLoS Biol. 2004 Mar 16; 2(3):e57",PMC368159,"2021-01-05 08:21:08",15024415,"CC BY",no
PMC000xxxxxx/PMC368160.txt,"PLoS Biol. 2004 Mar 16; 2(3):e64",PMC368160,"2021-01-05 08:21:08",15024416,"CC BY",no
PMC000xxxxxx/PMC368161.txt,"PLoS Biol. 2004 Mar 16; 2(3):e65",PMC368161,"2021-01-05 08:21:08",15024417,"CC BY",no
PMC000xxxxxx/PMC368162.txt,"PLoS Biol. 2004 Mar 16; 2(3):e67",PMC368162,"2021-01-05 08:21:08",0,"CC BY",no
PMC000xxxxxx/PMC368163.txt,"PLoS Biol. 2004 Mar 16; 2(3):e68",PMC368163,"2021-01-05 08:26:25",15024418,"CC BY",no
PMC000xxxxxx/PMC368164.txt,"PLoS Biol. 2004 Mar 16; 2(3):e69",PMC368164,"2021-01-05 08:21:08",15024419,"CC BY",no
PMC000xxxxxx/PMC368165.txt,"PLoS Biol. 2004 Mar 16; 2(3):e70",PMC368165,"2021-01-05 08:21:08",0,"CC BY",no
PMC000xxxxxx/PMC368166.txt,"PLoS Biol. 2004 Mar 16; 2(3):e71",PMC368166,"2021-01-05 08:21:09",0,"CC BY",no
PMC000xxxxxx/PMC368167.txt,"PLoS Biol. 2004 Mar 16; 2(3):e72",PMC368167,"2021-01-05 08:26:25",15024421,"CC BY",no
PMC000xxxxxx/PMC368168.txt,"PLoS Biol. 2004 Mar 16; 2(3):e73",PMC368168,"2021-01-05 08:21:08",15024422,"CC BY",no
PMC000xxxxxx/PMC368169.txt,"PLoS Biol. 2004 Mar 16; 2(3):e75",PMC368169,"2021-01-05 08:26:25",15024423,"CC BY",no
PMC000xxxxxx/PMC368170.txt,"PLoS Biol. 2004 Mar 16; 2(3):e76",PMC368170,"2021-01-05 08:26:26",0,"CC BY",no
PMC000xxxxxx/PMC368171.txt,"PLoS Biol. 2004 Mar 16; 2(3):e77",PMC368171,"2021-01-05 08:21:08",15024425,"CC BY",no
PMC000xxxxxx/PMC368172.txt,"PLoS Biol. 2004 Mar 16; 2(3):e78",PMC368172,"2021-01-05 08:21:09",15024426,"CC BY",no
PMC000xxxxxx/PMC368173.txt,"PLoS Biol. 2004 Mar 16; 2(3):e79",PMC368173,"2021-01-05 08:21:08",15024427,"CC BY",no
PMC000xxxxxx/PMC368174.txt,"PLoS Biol. 2004 Mar 16; 2(3):e80",PMC368174,"2021-01-05 08:21:09",0,"CC BY",no
PMC000xxxxxx/PMC368175.txt,"PLoS Biol. 2004 Mar 16; 2(3):e82",PMC368175,"2021-01-05 08:26:25",0,"CC BY",no
PMC000xxxxxx/PMC368176.txt,"PLoS Biol. 2004 Mar 16; 2(3):e83",PMC368176,"2021-01-05 08:21:08",0,"CC BY",no
PMC000xxxxxx/PMC368177.txt,"PLoS Biol. 2004 Mar 16; 2(3):e84",PMC368177,"2021-01-05 08:21:09",0,"CC BY",no
PMC000xxxxxx/PMC368178.txt,"PLoS Biol. 2004 Mar 16; 2(3):e85",PMC368178,"2021-01-05 08:21:09",0,"CC BY",no
PMC000xxxxxx/PMC368179.txt,"PLoS Biol. 2004 Mar 16; 2(3):e87",PMC368179,"2021-01-05 08:21:08",0,"CC BY",no
PMC000xxxxxx/PMC368180.txt,"PLoS Biol. 2004 Mar 16; 2(3):e88",PMC368180,"2021-01-05 08:26:25",0,"CC BY",no
PMC000xxxxxx/PMC368181.txt,"PLoS Biol. 2004 Mar 16; 2(3):e89",PMC368181,"2021-01-05 08:26:26",0,"CC BY",no
PMC000xxxxxx/PMC374241.txt,"PLoS Biol. 2004 Apr 23; 2(4):e86",PMC374241,"2021-01-05 08:21:08",15045026,"CC BY",no
PMC000xxxxxx/PMC374242.txt,"PLoS Biol. 2004 Apr 23; 2(4):e93",PMC374242,"2021-01-05 08:21:09",0,"CC BY",no
PMC000xxxxxx/PMC374243.txt,"PLoS Biol. 2004 May 23; 2(5):e126",PMC374243,"2021-01-05 08:21:08",15045028,"CC BY",no
PMC000xxxxxx/PMC374244.txt,"PLoS Biol. 2004 May 23; 2(5):e131",PMC374244,"2021-01-05 08:21:09",15045029,"CC BY",no
PMC000xxxxxx/PMC374245.txt,"PLoS Biol. 2004 May 23; 2(5):e134",PMC374245,"2021-01-05 08:21:09",0,"CC BY",no
PMC000xxxxxx/PMC374246.txt,"PLoS Biol. 2004 May 23; 2(5):e136",PMC374246,"2021-01-05 08:26:25",0,"CC BY",no
PMC000xxxxxx/PMC385219.txt,"PLoS Biol. 2004 May 30; 2(5):e109",PMC385219,"2021-01-05 08:21:08",15069472,"CC BY",no
PMC000xxxxxx/PMC385220.txt,"PLoS Biol. 2004 May 11; 2(5):e143",PMC385220,"2021-01-05 08:21:09",0,"CC BY",no
PMC000xxxxxx/PMC387263.txt,"PLoS Biol. 2004 Apr 13; 2(4):e81",PMC387263,"2021-01-05 08:21:09",15094797,"CC BY",no
PMC000xxxxxx/PMC387264.txt,"PLoS Biol. 2004 Apr 13; 2(4):e90",PMC387264,"2021-01-05 08:21:09",15094798,"CC BY",no
PMC000xxxxxx/PMC387265.txt,"PLoS Biol. 2004 Apr 13; 2(4):e91",PMC387265,"2021-01-05 08:26:25",15094799,"CC BY",no
PMC000xxxxxx/PMC387266.txt,"PLoS Biol. 2004 Apr 13; 2(4):e94",PMC387266,"2021-01-05 08:21:08",0,"CC BY",no
PMC000xxxxxx/PMC387267.txt,"PLoS Biol. 2004 Apr 13; 2(4):e96",PMC387267,"2021-01-05 08:21:09",15094801,"CC BY",no
PMC000xxxxxx/PMC387268.txt,"PLoS Biol. 2004 Apr 13; 2(4):e97",PMC387268,"2021-01-05 08:21:09",15094802,"CC BY",no
PMC000xxxxxx/PMC387269.txt,"PLoS Biol. 2004 Apr 13; 2(4):e99",PMC387269,"2021-01-05 08:21:08",15094803,"CC BY",no
PMC000xxxxxx/PMC387270.txt,"PLoS Biol. 2004 Apr 13; 2(4):e100",PMC387270,"2021-01-05 08:21:09",15094804,"CC BY",no
PMC000xxxxxx/PMC387271.txt,"PLoS Biol. 2004 Apr 13; 2(4):e101",PMC387271,"2021-01-05 08:21:08",15094805,"CC BY",no
PMC000xxxxxx/PMC387272.txt,"PLoS Biol. 2004 Apr 13; 2(4):e103",PMC387272,"2021-01-05 08:26:26",0,"CC BY",no
PMC000xxxxxx/PMC387273.txt,"PLoS Biol. 2004 Apr 13; 2(4):e105",PMC387273,"2021-01-05 08:21:09",15094807,"CC BY",no
PMC000xxxxxx/PMC387274.txt,"PLoS Biol. 2004 Apr 13; 2(4):e106",PMC387274,"2021-01-05 08:26:25",15094808,"CC BY",no
PMC000xxxxxx/PMC387275.txt,"PLoS Biol. 2004 Apr 13; 2(4):e108",PMC387275,"2021-01-05 08:21:08",15094809,"CC BY",no
PMC000xxxxxx/PMC387276.txt,"PLoS Biol. 2004 Apr 13; 2(4):e111",PMC387276,"2021-01-05 08:21:08",0,"CC BY",no
PMC000xxxxxx/PMC387277.txt,"PLoS Biol. 2004 Apr 13; 2(4):e112",PMC387277,"2021-01-05 08:21:09",0,"CC BY",no
PMC000xxxxxx/PMC387278.txt,"PLoS Biol. 2004 Apr 13; 2(4):e113",PMC387278,"2021-01-05 08:21:09",15094811,"CC BY",no
PMC000xxxxxx/PMC387279.txt,"PLoS Biol. 2004 Apr 13; 2(4):e115",PMC387279,"2021-01-05 08:21:14",0,"CC BY",no
PMC000xxxxxx/PMC387280.txt,"PLoS Biol. 2004 Apr 13; 2(4):e117",PMC387280,"2021-01-05 08:21:14",0,"CC BY",no
PMC000xxxxxx/PMC387282.txt,"PLoS Biol. 2004 Apr 13; 2(4):e119",PMC387282,"2021-01-05 08:21:09",0,"CC BY",no
PMC000xxxxxx/PMC387283.txt,"PLoS Biol. 2004 Apr 13; 2(4):e120",PMC387283,"2021-01-05 08:21:09",15094816,"CC BY",no
PMC000xxxxxx/PMC387284.txt,"PLoS Biol. 2004 Apr 13; 2(4):e121",PMC387284,"2021-01-05 08:21:09",15094817,"CC BY",no
PMC000xxxxxx/PMC387285.txt,"PLoS Biol. 2004 Apr 13; 2(4):e122",PMC387285,"2021-01-05 08:21:09",15094818,"CC BY",no
PMC000xxxxxx/PMC387287.txt,"PLoS Biol. 2004 Apr 13; 2(4):e125",PMC387287,"2021-01-05 08:21:09",15094820,"CC BY",no
PMC000xxxxxx/PMC387822.txt,"PLoS Biol. 2004 Apr 13; 2(4):e118",PMC387822,"2021-01-05 08:21:09",0,"CC BY",no
PMC000xxxxxx/PMC387823.txt,"PLoS Biol. 2004 Apr 13; 2(4):e124",PMC387823,"2021-01-05 08:21:10",0,"CC BY",no
PMC000xxxxxx/PMC393292.txt,"PLoS Biol. 2004 Jun 20; 2(6):e162",PMC393292,"2021-01-05 08:21:09",15103394,"CC BY",no
PMC000xxxxxx/PMC393293.txt,"PLoS Biol. 2004 Jun 20; 2(6):e166",PMC393293,"2021-01-05 08:21:09",0,"CC BY",no
PMC000xxxxxx/PMC400249.txt,"PLoS Biol. 2004 Jun 27; 2(6):e137",PMC400249,"2021-01-05 08:26:25",15124029,"CC BY",no
PMC000xxxxxx/PMC406387.txt,"PLoS Biol. 2004 May 11; 2(5):e92",PMC406387,"2021-01-05 08:21:09",15138495,"CC BY",no
PMC000xxxxxx/PMC406388.txt,"PLoS Biol. 2004 May 11; 2(5):e110",PMC406388,"2021-01-05 08:21:09",15138496,"CC BY",no
PMC000xxxxxx/PMC406389.txt,"PLoS Biol. 2004 May 11; 2(5):e127",PMC406389,"2021-01-05 08:21:09",15138497,"CC0",no
PMC000xxxxxx/PMC406390.txt,"PLoS Biol. 2004 May 11; 2(5):e128",PMC406390,"2021-01-05 08:21:09",15138498,"CC BY",no
PMC000xxxxxx/PMC406391.txt,"PLoS Biol. 2004 May 11; 2(5):e129",PMC406391,"2021-01-05 08:21:10",15138499,"CC BY",no
PMC000xxxxxx/PMC406392.txt,"PLoS Biol. 2004 May 11; 2(5):e130",PMC406392,"2021-01-05 08:26:26",15138500,"CC BY",no
PMC000xxxxxx/PMC406393.txt,"PLoS Biol. 2004 May 11; 2(5):e132",PMC406393,"2021-01-05 08:21:10",15138501,"CC BY",no
PMC000xxxxxx/PMC406394.txt,"PLoS Biol. 2004 May 11; 2(5):e133",PMC406394,"2021-01-05 08:21:09",15138502,"CC BY",no
PMC000xxxxxx/PMC406395.txt,"PLoS Biol. 2004 May 11; 2(5):e135",PMC406395,"2021-01-05 08:21:10",0,"CC BY",no
PMC000xxxxxx/PMC406396.txt,"PLoS Biol. 2004 May 11; 2(5):e138",PMC406396,"2021-01-05 08:21:09",0,"CC BY",no
PMC000xxxxxx/PMC406397.txt,"PLoS Biol. 2004 May 11; 2(5):e139",PMC406397,"2021-01-05 08:26:26",15138505,"CC BY",no
PMC000xxxxxx/PMC406398.txt,"PLoS Biol. 2004 May 11; 2(5):e140",PMC406398,"2021-01-05 08:21:10",15138506,"CC BY",no
PMC000xxxxxx/PMC406399.txt,"PLoS Biol. 2004 May 11; 2(5):e144",PMC406399,"2021-01-05 08:21:15",0,"CC BY",no
PMC000xxxxxx/PMC406400.txt,"PLoS Biol. 2004 May 11; 2(5):e145",PMC406400,"2021-01-05 08:21:10",15138508,"CC BY",no
PMC000xxxxxx/PMC406401.txt,"PLoS Biol. 2004 May 11; 2(5):e146",PMC406401,"2021-01-05 08:26:26",15138509,"CC BY",no
PMC000xxxxxx/PMC406402.txt,"PLoS Biol. 2004 May 11; 2(5):e147",PMC406402,"2021-01-05 08:21:09",0,"CC BY",no
